source_title,mapped_title,match_score,match_kind,buyer_segment_rollup,buyer_segment
Sr. Technical Specialist - Engineering,Technical,90.0,fuzzy,Practitioner,Technology End User
Niche Software Solutions Pvt. Ltd.,Software,90.0,fuzzy,Practitioner,Technology End User
National Manager - Customer Support & Operations,Customer Support,90.0,fuzzy,Practitioner,Information End User
Operation Manager - HSE Software,Operation Manager,90.0,fuzzy,Practitioner,Operations End User
Network Planning and Optimization Specialist,Network,90.0,fuzzy,Practitioner,Information End User
Staff Engineer,Senior Staff Engineer,90.0,fuzzy,Practitioner,Technology End User
Staff Inbound Product Manager,Product Manager,90.0,fuzzy,Practitioner,Product End User
Officer IT,IT,90.0,fuzzy,Practitioner,Information End User
Sr. Linux Software Eng,Software,90.0,fuzzy,Practitioner,Technology End User
Network Architect,Network,90.0,fuzzy,Practitioner,Information End User
Network Development Manager- North Zone,Network,90.0,fuzzy,Practitioner,Information End User
Head R&D - Electronics & Power Products,Products,90.0,fuzzy,Practitioner,Product End User
Head R&D Electronic Products,Products,90.0,fuzzy,Practitioner,Product End User
Global IT HEad,IT,90.0,fuzzy,Practitioner,Information End User
Graduate Trainee - Software Engineering,Software Engineer,90.0,fuzzy,Practitioner,Technology End User
Group IT Head,IT,90.0,fuzzy,Practitioner,Information End User
Network Systems Engineer,Network,90.0,fuzzy,Practitioner,Information End User
Operator,Data Entry Operator,90.0,fuzzy,Practitioner,Data End User
Own,Senior Product Owner,90.0,fuzzy,Practitioner,Product End User
Principal Analytics and Business Intelligence,Analytics,90.0,fuzzy,Practitioner,Data End User
Packaged Application Developer Associate,Application Developer,90.0,fuzzy,Practitioner,Technology End User
Partner,Information Technology Business Partner,90.0,fuzzy,Practitioner,Information End User
Owner,Senior Product Owner,90.0,fuzzy,Practitioner,Product End User
PEGA Senior System Architect,System Architect,90.0,fuzzy,Practitioner,Technology End User
Network & Cisco Voice Engineer,Network,90.0,fuzzy,Practitioner,Information End User
Presales Lead - Cloud Security Solutions,Cloud Security,90.0,fuzzy,Practitioner,Security End User
Presently Associated With BMR HVAC LTD as a Deputy IT Manager,Deputy IT Manager,90.0,fuzzy,Decision Maker,Information Decision Maker
Gen AI Dept Head,AI,90.0,fuzzy,Practitioner,Data End User
Gen AI Engineer,AI,90.0,fuzzy,Practitioner,Data End User
Growth Product Manager - 2,Product Manager,90.0,fuzzy,Practitioner,Product End User
General Manager,General Manager Information Technology,90.0,fuzzy,Decision Maker,Information Decision Maker
GM Business Analytics,Analytics,90.0,fuzzy,Practitioner,Data End User
Gen AI and Data Science Engineer,Data Science Engineer,90.0,fuzzy,Practitioner,Data End User
Staff Technical Project Manager,Technical,90.0,fuzzy,Practitioner,Technology End User
Staff Wireless Automation Engineer,Automation Engineer,90.0,fuzzy,Practitioner,Technology End User
Member Of Technical Staff,Technical,90.0,fuzzy,Practitioner,Technology End User
Member Technical Staff,Technical,90.0,fuzzy,Practitioner,Technology End User
Member of Technical Staff,Technical,90.0,fuzzy,Practitioner,Technology End User
Microsoft Azure Platform Engineer,Platform Engineer,90.0,fuzzy,Practitioner,Technology End User
Microsoft D365 F&O Technical Engineer,Technical,90.0,fuzzy,Practitioner,Technology End User
Module lead/Senior Engineer,Senior Engineer,90.0,fuzzy,Practitioner,Technology End User
Associate Technical Consultant - AI & Data Analytics,Analytics,90.0,fuzzy,Practitioner,Data End User
Associate Technical Lead,Technical Lead,90.0,fuzzy,Practitioner,Technology End User
Associate Technical Specialist,Technical,90.0,fuzzy,Practitioner,Technology End User
Associate Director of Engineering,Director,90.0,fuzzy,Decision Maker,Information Decision Maker
Associate Director of Products,Director,90.0,fuzzy,Decision Maker,Information Decision Maker
Associate Director of Technology,Director,90.0,fuzzy,Decision Maker,Information Decision Maker
"Staff Software Engineer - Finance & Compliance, FnV Procurement",Software Engineer,90.0,fuzzy,Practitioner,Technology End User
Staff,Staff - Engineering: Data Center / IT,90.0,fuzzy,Practitioner,Data End User
Software & Digital Creative,Software,90.0,fuzzy,Practitioner,Technology End User
Software Consultant,Software,90.0,fuzzy,Practitioner,Technology End User
Software Consulting Engineer III,Consulting,90.0,fuzzy,Practitioner,Information End User
Software Developer - Oracle NetSuite,Software Developer,90.0,fuzzy,Practitioner,Technology End User
Software Developer - Solution Development,Software Developer,90.0,fuzzy,Practitioner,Technology End User
Associate Tech Lead,Tech Lead,90.0,fuzzy,Practitioner,Technology End User
Associate Technical Architect,Technical Architect,90.0,fuzzy,Practitioner,Technology End User
Associate Technical Consultant,Technical,90.0,fuzzy,Practitioner,Technology End User
Sr. Manager - Cluster Network,Network,90.0,fuzzy,Practitioner,Information End User
Sr. QA Engineer,QA,90.0,fuzzy,Practitioner,Operations End User
Sr. Manager Corporate Quality Assurance,Quality Assurance,90.0,fuzzy,Practitioner,Operations End User
Sr. Manager IT,IT,90.0,fuzzy,Practitioner,Information End User
Sr. Manager Quality Control,Quality Control,90.0,fuzzy,Practitioner,Operations End User
Site Head Quality Assurance (North),Quality Assurance,90.0,fuzzy,Practitioner,Operations End User
Sr. Project Lead Embedded SW,Project Lead,90.0,fuzzy,Practitioner,Technology End User
Sr. Project Leader,Project Lead,90.0,fuzzy,Practitioner,Technology End User
Team Leader,"Team Leader, Information Technology",90.0,fuzzy,Practitioner,Information End User
Tech Lead (Founding Engineer),Tech Lead,90.0,fuzzy,Practitioner,Technology End User
"Manager, Technical Solutions",Technical,90.0,fuzzy,Practitioner,Technology End User
Managing Director - Products,Director,90.0,fuzzy,Decision Maker,Information Decision Maker
Marketing,Product Marketing Manager,90.0,fuzzy,Practitioner,Product End User
Mechanical Maintenance Engineer,Maintenance Engineer,90.0,fuzzy,Practitioner,Operations End User
Managing Director,Director,90.0,fuzzy,Decision Maker,Information Decision Maker
Assistant Manager - Industrial Engineering.,Industrial Engineer,90.0,fuzzy,Practitioner,Operations End User
Head of Department Engineering,Head of Department,90.0,fuzzy,Decision Maker,Information Decision Maker
Head of Sales - Commercial Products (Other Than South),Products,90.0,fuzzy,Practitioner,Product End User
Tech Lead Engineer,Tech Lead,90.0,fuzzy,Practitioner,Technology End User
Tech Lead- Full Stack,Tech Lead,90.0,fuzzy,Practitioner,Technology End User
Team Lead Software Android,Software,90.0,fuzzy,Practitioner,Technology End User
Technical Authority Expert,Technical,90.0,fuzzy,Practitioner,Technology End User
Technical Co-Founder/Director,Director,90.0,fuzzy,Decision Maker,Information Decision Maker
Technical Content Specialist II,Technical,90.0,fuzzy,Practitioner,Technology End User
Head - Analytics & IT,Analytics,90.0,fuzzy,Practitioner,Data End User
Head - Marketing and New Products,Products,90.0,fuzzy,Practitioner,Product End User
Head - Modern Trade (Consumer Products),Products,90.0,fuzzy,Practitioner,Product End User
Head IT,IT,90.0,fuzzy,Practitioner,Information End User
Head IT-Consultant Network Security Techprenuer,Network,90.0,fuzzy,Practitioner,Information End User
Head,Head of Department,90.0,fuzzy,Decision Maker,Information Decision Maker
Head of IT Service Delivery (Infra and Product Engineering),Product Engineering,90.0,fuzzy,Practitioner,Product End User
Head of Network Security and Industrial IT Operations,Network,90.0,fuzzy,Practitioner,Information End User
Mobile Application Developer (MERN Technologies),Application Developer,90.0,fuzzy,Practitioner,Technology End User
Mobile Application Developer SDE-2,Application Developer,90.0,fuzzy,Practitioner,Technology End User
Technical Lead - Data Engineer & GenAi,Technical Lead,90.0,fuzzy,Practitioner,Technology End User
Technical Assistant (IT Centre),Technical,90.0,fuzzy,Practitioner,Technology End User
Technical Customer Support Lead,Customer Support,90.0,fuzzy,Practitioner,Information End User
Technical DevOps Engineer,Technical,90.0,fuzzy,Practitioner,Technology End User
Technical Engineer (PME),Technical,90.0,fuzzy,Practitioner,Technology End User
Technical Expert,Technical,90.0,fuzzy,Practitioner,Technology End User
Head of Engineering & Product Development - AI,Product Development,90.0,fuzzy,Practitioner,Product End User
Head of IT,IT,90.0,fuzzy,Practitioner,Information End User
ML Software engineer,Software,90.0,fuzzy,Practitioner,Technology End User
Machine Learning Product Manager,Machine Learning,90.0,fuzzy,Practitioner,Data End User
Manager (IT),IT,90.0,fuzzy,Practitioner,Information End User
Manager (Software Development Life Cycle),Software,90.0,fuzzy,Practitioner,Technology End User
Software Professional,Software,90.0,fuzzy,Practitioner,Technology End User
Software Programmer,Software,90.0,fuzzy,Practitioner,Technology End User
Manager Quality Engineering,Quality Engineer,90.0,fuzzy,Practitioner,Operations End User
Manager - Technical Business Initiatives,Technical,90.0,fuzzy,Practitioner,Technology End User
Manager - Technical Services,Technical,90.0,fuzzy,Practitioner,Technology End User
Manager HR MIS(Manager Analytics/ Manager MIS),Analytics,90.0,fuzzy,Practitioner,Data End User
MIS Head Lead Analytics,Analytics,90.0,fuzzy,Practitioner,Data End User
Head- IT,IT,90.0,fuzzy,Practitioner,Information End User
IT Admin,IT,90.0,fuzzy,Practitioner,Information End User
Head of CoE - Software Engineering,Software Engineer,90.0,fuzzy,Practitioner,Technology End User
Associate Application Engineer,Application Engineer,90.0,fuzzy,Practitioner,Technology End User
Associate Director of AI,Director,90.0,fuzzy,Decision Maker,Information Decision Maker
Software Engineer (Applied Machine Learning),Machine Learning,90.0,fuzzy,Practitioner,Data End User
Software Engineer (Salesforce),Software Engineer,90.0,fuzzy,Practitioner,Technology End User
Software Engineer - Data Engineering,Software Engineer,90.0,fuzzy,Practitioner,Technology End User
Software Engineer - Full-stack,Software Engineer,90.0,fuzzy,Practitioner,Technology End User
Sr. Engineer - Production Planning and Control,Production,90.0,fuzzy,Practitioner,Product End User
Manager - IT,Manager - IT Infrastructure And Cloud Operations,90.0,fuzzy,Decision Maker,Information Decision Maker
Assistant Project Lead,Project Lead,90.0,fuzzy,Practitioner,Technology End User
"Assistant Vice President, Analytics",Analytics,90.0,fuzzy,Practitioner,Data End User
Assistant Manager-Process Engineering,Process Engineer,90.0,fuzzy,Practitioner,Technology End User
Associate Memberships & Network Development (UP),Network,90.0,fuzzy,Practitioner,Information End User
Associate Principal - Enterprise Architecture,Enterprise Architect,90.0,fuzzy,Practitioner,Technology End User
Assitant Project Lead,Project Lead,90.0,fuzzy,Practitioner,Technology End User
Associate,Senior Research Associate,90.0,fuzzy,Practitioner,Data End User
Associate AI Research Engineer,AI Research Engineer,90.0,fuzzy,Practitioner,Data End User
IT PMO Head,IT,90.0,fuzzy,Practitioner,Information End User
"IT Services, DevOps and QE",IT Services,90.0,fuzzy,Practitioner,Information End User
AI Trainee,AI,90.0,fuzzy,Practitioner,Data End User
IT Sr. Technical Delivery Lead,Delivery Lead,90.0,fuzzy,Practitioner,Operations End User
IT Technical Cloud Services,IT Tech,90.0,fuzzy,Practitioner,Information End User
ITSM Head,IT,90.0,fuzzy,Practitioner,Information End User
Head-Technical & Field Support,Technical,90.0,fuzzy,Practitioner,Technology End User
System and Network Engineer,Network,90.0,fuzzy,Practitioner,Information End User
Management Director,Director,90.0,fuzzy,Decision Maker,Information Decision Maker
Manager,"Manager, Information Technology",90.0,fuzzy,Decision Maker,Information Decision Maker
System Engineer,Information Technology System Engineer,90.0,fuzzy,Practitioner,Information End User
Supervisor,"Supervisor, Information Technology",90.0,fuzzy,Practitioner,Information End User
Supplier Quality Assurance,Quality Assurance,90.0,fuzzy,Practitioner,Operations End User
IT Staff,IT,90.0,fuzzy,Practitioner,Information End User
IT Support,IT,90.0,fuzzy,Practitioner,Information End User
IT MANAGER,IT,90.0,fuzzy,Practitioner,Information End User
Software Development engineer 4,Software,90.0,fuzzy,Practitioner,Technology End User
Assistant Manager - Innovation & New Product Development,Product Development,90.0,fuzzy,Practitioner,Product End User
Associate Director - Digital and Cloud Consulting,Director,90.0,fuzzy,Decision Maker,Information Decision Maker
Associate Director - Global Channel Analytics,Director,90.0,fuzzy,Decision Maker,Information Decision Maker
Associate Director - Program & Project Management,Director,90.0,fuzzy,Decision Maker,Information Decision Maker
Associate Director Product,Director,90.0,fuzzy,Decision Maker,Information Decision Maker
Associate Director Training & Quality,Director,90.0,fuzzy,Decision Maker,Information Decision Maker
Assistant Manager - Analytics,Analytics,90.0,fuzzy,Practitioner,Data End User
Software Quality Analyst,Software,90.0,fuzzy,Practitioner,Technology End User
Software Devloper - AI/ML,Software,90.0,fuzzy,Practitioner,Technology End User
Software Development Engineer - I,Software,90.0,fuzzy,Practitioner,Technology End User
AI associate,AI,90.0,fuzzy,Practitioner,Data End User
Software Development Engineer SDE-4 (Tech Lead),Tech Lead,90.0,fuzzy,Practitioner,Technology End User
Software Development Engineer in Test,Software,90.0,fuzzy,Practitioner,Technology End User
Software Development Manager,Software,90.0,fuzzy,Practitioner,Technology End User
Software Development Specialist,Software,90.0,fuzzy,Practitioner,Technology End User
AVP,AVP IT,90.0,fuzzy,Decision Maker,Information Decision Maker
Web Developer,Senior Web Developer,90.0,fuzzy,Practitioner,Technology End User
Assistant General Manager Quality Assurance,Quality Assurance,90.0,fuzzy,Practitioner,Operations End User
Working as a QA,QA,90.0,fuzzy,Practitioner,Operations End User
Zonal Head- Network Expansion,Network,90.0,fuzzy,Practitioner,Information End User
Analyst,Senior Data Analyst,90.0,fuzzy,Practitioner,Data End User
Software quality engineer,Software,90.0,fuzzy,Practitioner,Technology End User
Software solution firm,Software,90.0,fuzzy,Practitioner,Technology End User
AI developer,AI,90.0,fuzzy,Practitioner,Data End User
